지방청,해경서,발생일자,발생요일,사고유형_세분류,장소유형,발생지역,사고원인1차,위험구역지정
남해 지방청,울산,2017-07-16,월요일,수상레저익수,해안가,부산광역시,안전미준수,없음
제주 지방청,제주,2017-07-16,월요일,수상레저익수,해안가,제주특별자치도,부주의,없음
서해 지방청,군산,2017-07-16,월요일,수상레저익수,갯바위,전라북도,수영미숙,없음
동해 지방청,동해,2017-07-16,월요일,표류,해수욕장,강원도,부주의,없음
제주 지방청,서귀포,2017-07-17,화요일,수상레저익수,해수욕장,제주특별자치도,부주의,없음
서해 지방청,목포,2017-07-17,화요일,추락익수,갯바위,전라남도,부주의,없음
동해 지방청,속초,2017-07-19,목요일,추락,테트라포드,강원도,부주의,없음
제주 지방청,제주,2017-07-20,금요일,기타익수,방파제,제주특별자치도,수영미숙,없음
남해 지방청,통영,2017-07-21,토요일,기타익수,해수욕장,경상남도,부주의,없음
중부 지방청,평택,2017-07-22,일요일,기타익수,항포구,경기도,음주,없음
제주 지방청,서귀포,2017-07-22,일요일,추락,해안가,제주특별자치도,부주의,없음
제주 지방청,서귀포,2017-07-22,일요일,표류,해안가,제주특별자치도,부주의,없음
제주 지방청,제주,2017-07-22,일요일,수상레저익수,해안가,제주특별자치도,질병,없음
제주 지방청,서귀포,2017-07-22,일요일,고립,갯바위,제주특별자치도,조석 미인지,없음
남해 지방청,통영,2017-07-22,일요일,수중레저익수,해양,경상남도,부주의,없음
중부 지방청,태안,2017-07-23,월요일,고립,해안가,충청남도,부주의,없음
서해 지방청,여수,2017-07-23,월요일,고립,해양,전라남도,조석 미인지,없음
제주 지방청,서귀포,2017-07-23,월요일,추락익수,항포구,제주특별자치도,부주의,없음
중부 지방청,태안,2017-07-24,화요일,고립익수,갯벌,충청남도,기상불량,없음
서해 지방청,목포,2017-07-24,화요일,기타익수,해양,전라남도,부주의,없음
중부 지방청,태안,2017-07-24,화요일,추락익수,해안가,충청남도,부주의,없음
중부 지방청,인천,2017-07-25,수요일,기타익수,해수욕장,인천광역시,수영미숙,없음
남해 지방청,울산,2017-07-26,목요일,수중레저익수,해수욕장,부산광역시,수영미숙,없음
제주 지방청,제주,2017-07-26,목요일,표류,해안가,제주특별자치도,기상불량,없음
제주 지방청,제주,2017-07-26,목요일,표류,항포구,제주특별자치도,수영미숙,없음
중부 지방청,인천,2017-07-27,금요일,기타익수,해수욕장,인천광역시,부주의,없음
남해 지방청,통영,2017-07-27,금요일,기타익수,해수욕장,경상남도,수영미숙,없음
서해 지방청,부안,2017-07-27,금요일,수상레저익수,해수욕장,전라북도,부주의,없음
서해 지방청,부안,2017-07-27,금요일,기타익수,해안가,전라북도,음주,없음
중부 지방청,인천,2017-07-27,금요일,기타익수,해수욕장,인천광역시,수영미숙,없음
남해 지방청,부산,2017-07-29,일요일,기타,항포구,부산광역시,부주의,없음
남해 지방청,부산,2017-07-29,일요일,추락,갯바위,부산광역시,부주의,없음
중부 지방청,인천,2017-07-29,일요일,고립,갯바위,인천광역시,조석 미인지,없음
제주 지방청,서귀포,2017-07-29,일요일,고립,해안가,제주특별자치도,수영미숙,없음
서해 지방청,부안,2017-07-29,일요일,수상레저익수,해수욕장,전라북도,부주의,없음
남해 지방청,통영,2017-07-29,일요일,기타익수,해수욕장,경상남도,수영미숙,없음
중부 지방청,인천,2017-07-29,일요일,고립,갯바위,인천광역시,조석 미인지,없음
남해 지방청,부산,2017-07-30,월요일,추락익수,갯바위,부산광역시,부주의,없음
제주 지방청,서귀포,2017-07-30,월요일,추락익수,항포구,제주특별자치도,안전미준수,없음
동해 지방청,포항,2017-07-30,월요일,수상레저익수,해안가,경상북도,부주의,없음
서해 지방청,군산,2017-07-30,월요일,추락,테트라포드,전라북도,안전미준수,없음
중부 지방청,태안,2017-07-30,월요일,수상레저익수,해안가,충청남도,음주,없음
제주 지방청,서귀포,2017-07-30,월요일,기타익수,해양,제주특별자치도,부주의,없음
남해 지방청,부산,2017-07-30,월요일,수상레저익수,해안가,부산광역시,안전미준수,없음
동해 지방청,동해,2017-07-30,월요일,표류,해안가,강원도,기상불량,없음
동해 지방청,울진,2017-07-30,월요일,수상레저익수,해안가,경상북도,부주의,적용
동해 지방청,포항,2017-07-30,월요일,고립,갯바위,경상북도,부주의,없음
제주 지방청,서귀포,2017-07-30,월요일,추락익수,방파제,제주특별자치도,부주의,없음
서해 지방청,완도,2017-07-31,화요일,수상레저익수,해수욕장,전라남도,부주의,없음
남해 지방청,통영,2017-07-31,화요일,수상레저익수,해수욕장,경상남도,수영미숙,없음
남해 지방청,부산,2017-07-31,화요일,기타익수,무인도서,부산광역시,부주의,없음
제주 지방청,서귀포,2017-07-31,화요일,기타익수,해수욕장,제주특별자치도,수영미숙,없음
제주 지방청,서귀포,2017-07-31,화요일,수상레저익수,해수욕장,제주특별자치도,운전 부주의,없음
중부 지방청,평택,2017-08-01,수요일,고립,갯바위,경기도,조석 미인지,없음
중부 지방청,태안,2017-08-01,수요일,기타익수,해수욕장,충청남도,부주의,없음
중부 지방청,보령,2017-08-01,수요일,표류,해수욕장,충청남도,부주의,없음
중부 지방청,태안,2017-08-01,수요일,추락익수,항포구,충청남도,음주,없음
제주 지방청,제주,2017-08-01,수요일,추락익수,테트라포드,제주특별자치도,부주의,없음
제주 지방청,제주,2017-08-01,수요일,기타익수,해수욕장,제주특별자치도,부주의,없음
제주 지방청,제주,2017-08-01,수요일,기타익수,해수욕장,제주특별자치도,부주의,없음
제주 지방청,제주,2017-08-01,수요일,추락익수,갯바위,제주특별자치도,부주의,없음
서해 지방청,부안,2017-08-01,수요일,기타익수,해수욕장,전라북도,수영미숙,없음
중부 지방청,보령,2017-08-01,수요일,표류,해수욕장,충청남도,부주의,없음
서해 지방청,여수,2017-08-02,목요일,수상레저익수,해안가,전라남도,음주,없음
제주 지방청,제주,2017-08-02,목요일,기타익수,해수욕장,제주특별자치도,부주의,없음
서해 지방청,완도,2017-08-02,목요일,수상레저익수,해수욕장,전라남도,부주의,없음
동해 지방청,포항,2017-08-02,목요일,추락,테트라포드,경상북도,음주,없음
남해 지방청,통영,2017-08-03,금요일,수중레저익수,해양,경상남도,부주의,없음
중부 지방청,보령,2017-08-03,금요일,고립,갯바위,충청남도,조석 미인지,없음
중부 지방청,보령,2017-08-03,금요일,수상레저익수,해수욕장,충청남도,운전 부주의,없음
중부 지방청,보령,2017-08-03,금요일,수상레저익수,해수욕장,충청남도,부주의,없음
중부 지방청,보령,2017-08-03,금요일,표류,해안가,충청남도,수영미숙,없음
중부 지방청,인천,2017-08-03,금요일,추락익수,항포구,인천광역시,음주,없음
제주 지방청,서귀포,2017-08-03,금요일,표류,해양,제주특별자치도,수영미숙,없음
남해 지방청,부산,2017-08-03,금요일,기타익수,해안가,부산광역시,음주,없음
중부 지방청,인천,2017-08-03,금요일,기타익수,해양,인천광역시,수영미숙,없음
제주 지방청,서귀포,2017-08-04,토요일,수상레저익수,해수욕장,제주특별자치도,수영미숙,없음
동해 지방청,동해,2017-08-04,토요일,수상레저익수,해수욕장,강원도,수영미숙,없음
서해 지방청,목포,2017-08-04,토요일,기타익수,갯바위,전라남도,부주의,없음
중부 지방청,보령,2017-08-05,일요일,고립,갯바위,충청남도,조석 미인지,없음
중부 지방청,인천,2017-08-05,일요일,기타익수,항포구,인천광역시,수영미숙,없음
동해 지방청,포항,2017-08-05,일요일,수상레저익수,해안가,경상북도,부주의,없음
동해 지방청,포항,2017-08-05,일요일,기타익수,해수욕장,경상북도,부주의,없음
남해 지방청,통영,2017-08-05,일요일,수상레저익수,해수욕장,경상남도,부주의,없음
중부 지방청,인천,2017-08-05,일요일,수상레저익수,해수욕장,인천광역시,부주의,없음
동해 지방청,포항,2017-08-06,월요일,기타익수,해안가,경상북도,음주,없음
동해 지방청,포항,2017-08-06,월요일,기타익수,해안가,경상북도,부주의,없음
동해 지방청,동해,2017-08-06,월요일,고립,갯바위,강원도,부주의,없음
남해 지방청,창원,2017-08-06,월요일,기타익수,해안가,경상남도,부주의,없음
서해 지방청,완도,2017-08-06,월요일,수상레저익수,해수욕장,전라남도,수영미숙,없음
중부 지방청,태안,2017-08-06,월요일,고립,갯바위,충청남도,부주의,없음
남해 지방청,부산,2017-08-06,월요일,기타익수,해안가,부산광역시,운전 부주의,없음
서해 지방청,목포,2017-08-06,월요일,표류,해수욕장,전라남도,부주의,없음
동해 지방청,포항,2017-08-06,월요일,기타익수,해안가,경상북도,음주,없음
남해 지방청,창원,2017-08-07,화요일,수상레저익수,해안가,경상남도,음주,없음
제주 지방청,서귀포,2017-08-07,화요일,기타익수,해수욕장,제주특별자치도,부주의,없음
서해 지방청,부안,2017-08-08,수요일,기타익수,해안가,전라북도,조석 미인지,없음
중부 지방청,인천,2017-08-08,수요일,고립,무인도서,인천광역시,조석 미인지,없음
서해 지방청,부안,2017-08-08,수요일,추락,항포구,전라북도,부주의,없음
서해 지방청,여수,2017-08-09,목요일,추락익수,해안가,전라남도,운전 부주의,없음
서해 지방청,군산,2017-08-09,목요일,기타,해수욕장,전라북도,기상불량,없음
제주 지방청,서귀포,2017-08-09,목요일,추락,항포구,제주특별자치도,부주의,없음
남해 지방청,통영,2017-08-10,금요일,추락익수,해안가,경상남도,운전 부주의,없음
서해 지방청,완도,2017-08-10,금요일,추락,갯벌,전라남도,부주의,없음
서해 지방청,여수,2017-08-10,금요일,수중레저익수,해양,전라남도,부주의,없음
동해 지방청,포항,2017-08-10,금요일,추락익수,항포구,경상북도,부주의,N
중부 지방청,태안,2017-08-10,금요일,표류,해수욕장,충청남도,부주의,없음
제주 지방청,제주,2017-08-10,금요일,기타익수,해양,제주특별자치도,수영미숙,없음
중부 지방청,태안,2017-08-10,금요일,표류,해수욕장,충청남도,부주의,없음
남해 지방청,울산,2017-08-10,금요일,수상레저익수,해안가,울산광역시,부주의,없음
제주 지방청,서귀포,2017-08-11,토요일,기타익수,해수욕장,제주특별자치도,수영미숙,없음
제주 지방청,서귀포,2017-08-11,토요일,추락,방파제,제주특별자치도,음주,없음
제주 지방청,서귀포,2017-08-11,토요일,기타익수,해수욕장,제주특별자치도,부주의,없음
중부 지방청,평택,2017-08-12,일요일,고립,해안가,충청남도,부주의,없음
동해 지방청,동해,2017-08-12,일요일,수상레저익수,갯바위,강원도,부주의,없음
서해 지방청,여수,2017-08-12,일요일,추락익수,해양,전라남도,부주의,없음
동해 지방청,포항,2017-08-13,월요일,기타익수,해안가,경상북도,부주의,없음
동해 지방청,속초,2017-08-13,월요일,기타익수,해안가,강원도,수영미숙,없음
제주 지방청,서귀포,2017-08-13,월요일,기타,해수욕장,제주특별자치도,부주의,없음
동해 지방청,속초,2017-08-13,월요일,수상레저익수,해안가,강원도,부주의,없음
남해 지방청,부산,2017-08-13,월요일,수상레저익수,해안가,부산광역시,수영미숙,없음
제주 지방청,서귀포,2017-08-13,월요일,표류,해수욕장,제주특별자치도,기상불량,없음
중부 지방청,태안,2017-08-13,월요일,표류,해수욕장,충청남도,부주의,없음
